"Typ";"Nazwa";"Adres";"Kod pocztowy";"Miasto";"Długość geograficzna";"Szerokość geograficzna";"Godziny odbioru";"Uwagi"
"POCZTA_POLSKA";"UP Sośnicowice";"Rynek 3-5";"44-153";"Sośnicowice";"18.52969741821289";"50.27252197265625";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""16:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""20:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""16:00""}]";
"PACZKOMAT";"Paczkomat ZOR06N";"Stodolna 1";"44-240";"Żory";"18.69611";"50.04316";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy Pawilonie Handlowym"
"POCZTA_POLSKA";"UP Ulhówek";"Kościelna 1/3";"22-678";"Ulhówek";"23.785804748535156";"50.44890594482422";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"UP Tarnogród";"Rynek 20";"23-420";"Tarnogród";"22.742643356323242";"50.36075210571289";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""}]";
"RUCH";"PACZKA w RUCHu: SZ-963926-18-01";"Targowa 23";"74-110";"Banie";"14.661641";"53.100518";"[{""day"":""MONDAY"",""from"":""04:30"",""to"":""17:00""},{""day"":""TUESDAY"",""from"":""04:30"",""to"":""17:00""},{""day"":""WEDNESDAY"",""from"":""04:30"",""to"":""17:00""},{""day"":""THURSDAY"",""from"":""04:30"",""to"":""17:00""},{""day"":""FRIDAY"",""from"":""04:30"",""to"":""17:00""},{""day"":""SATURDAY"",""from"":""04:30"",""to"":""13:00""}]";
"POCZTA_POLSKA";"UP Kodeń";"1 Maja 20";"21-509";"Kodeń";"23.607955932617188";"51.91681671142578";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""}]";
"POCZTA_POLSKA";"FUP Kraków 28";"Osiedle Urocze 5";"31-955";"Kraków";"20.034080505371094";"50.077938079833984";"[{""day"":""WORKING"",""from"":""09:00"",""to"":""20:00""}]";
"PACZKOMAT";"Paczkomat RYB222";"św. Maksymiliana 28";"44-207";"Rybnik";"18.52422";"50.12467";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy markecie Biedronka"
"PACZKOMAT";"Paczkomat CZK01A";"Leśna 1";"62-004";"Czerwonak";"16.98174";"52.465";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Parking Czerwona Torebka"
"RUCH";"PACZKA w RUCHu: KL-964726-11-29";"Aleja 3 MAJA 8";"27-400";"Ostrowiec Świętokrzyski";"21.38735";"50.936391";"[{""day"":""MONDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""TUESDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""SATURDAY"",""from"":""07:00"",""to"":""14:00""}]";
"PACZKOMAT";"Paczkomat POZ25A";"Serbska 7";"60-696";"Poznań";"16.95058";"52.43289";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy sklepie Tesco EXTRA 24H"
"RUCH";"PACZKA w RUCHu: WS-965921-79-28";"Kochanowskiego 29";"09-400";"Płock";"19.7008";"52.554298";"[{""day"":""MONDAY"",""from"":""05:45"",""to"":""17:30""},{""day"":""TUESDAY"",""from"":""05:45"",""to"":""17:30""},{""day"":""WEDNESDAY"",""from"":""05:45"",""to"":""17:30""},{""day"":""THURSDAY"",""from"":""05:45"",""to"":""17:30""},{""day"":""FRIDAY"",""from"":""05:45"",""to"":""17:30""},{""day"":""SATURDAY"",""from"":""06:30"",""to"":""13:30""}]";
"POCZTA_POLSKA";"UP Hanna";"Rynek 2/2";"22-220";"Hanna";"23.50373077392578";"51.7188720703125";"[{""day"":""MONDAY"",""from"":""07:30"",""to"":""14:30""},{""day"":""TUESDAY"",""from"":""07:30"",""to"":""14:30""},{""day"":""WEDNESDAY"",""from"":""07:30"",""to"":""14:30""},{""day"":""THURSDAY"",""from"":""07:30"",""to"":""14:30""},{""day"":""FRIDAY"",""from"":""07:30"",""to"":""20:00""}]";
"POCZTA_POLSKA";"FUP Iłża";"Rynek 12";"27-100";"Iłża";"21.237581253051758";"51.162269592285156";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WEDNESDAY"",""from"":""14:00"",""to"":""20:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""14:00""}]";
"POCZTA_POLSKA";"UP Ładzice";"Wyzwolenia 36";"97-561";"Ładzice";"19.351299285888672";"51.08100128173828";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""14:30""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""14:30""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""14:30""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""14:30""},{""day"":""FRIDAY"",""from"":""11:00"",""to"":""20:00""}]";
"RUCH";"PACZKA w RUCHu: PZ-955740-36-13";"OGRODOWA 5";"65-461";"Zielona Góra";"15.506705";"51.932737";"[{""day"":""MONDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""TUESDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""SATURDAY"",""from"":""07:00"",""to"":""14:00""}]";
"PACZKOMAT";"Paczkomat SZC11A";"Struga 63";"71-899";"Szczecin";"14.67076";"53.38175";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy Outlet"
"PACZKOMAT";"Paczkomat JGO554";"Wojska Polskiego 13";"58-500";"Jelenia Góra";"15.74617";"50.90183";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy markecie Netto"
"POCZTA_POLSKA";"FUP Iłża";"Rynek 12";"27-100";"Iłża";"21.237581253051758";"51.162269592285156";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WEDNESDAY"",""from"":""14:00"",""to"":""20:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""14:00""}]";
"PACZKOMAT";"Paczkomat KOS01E";"Topolowa 5";"75-001";"Koszalin";"16.23096";"54.18756";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Prze sklepie Sano"
"RUCH";"PACZKA w RUCHu: BL-835405-14-27";"Jana Kilińskiego 8";"19-230";"Szczuczyn";"22.284965";"53.564448";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""19:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""19:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""19:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""19:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""19:00""},{""day"":""SATURDAY"",""from"":""08:00"",""to"":""15:00""}]";
"POCZTA_POLSKA_ZABKA";"Sklep Żabka";"Jana Pawła II 17";"25-025";"Kielce";"20.628480911254883";"50.865081787109375";"[{""day"":""SATURDAY"",""from"":""06:00"",""to"":""22:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""22:00""}]";
"POCZTA_POLSKA_ZABKA";"Sklep Żabka";"Przemysłowa 1/A,B";"25-660";"Kielce";"20.61766815185547";"50.88899612426758";"[{""day"":""SATURDAY"",""from"":""06:00"",""to"":""23:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""23:00""}]";
"PACZKOMAT";"Paczkomat POZ25A";"Serbska 7";"60-696";"Poznań";"16.95058";"52.43289";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy sklepie Tesco EXTRA 24H"
"POCZTA_POLSKA_ZABKA";"Sklep Żabka";"Henryka Sienkiewicza 65";"25-002";"Kielce";"20.620283126831055";"50.87503433227539";"[{""day"":""SATURDAY"",""from"":""06:00"",""to"":""23:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""23:00""}]";
"RUCH";"PACZKA w RUCHu: BD-960245-82-06";"Kraszewskiego 40";"87-100";"Toruń";"18.59084";"53.01442";"[{""day"":""MONDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""TUESDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""WEDNESDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""THURSDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""FRIDAY"",""from"":""06:00"",""to"":""17:00""},{""day"":""SATURDAY"",""from"":""07:00"",""to"":""14:00""}]";
"POCZTA_POLSKA_ZABKA";"Sklep Żabka";"Henryka Sienkiewicza 65";"25-002";"Kielce";"20.620283126831055";"50.87503433227539";"[{""day"":""SATURDAY"",""from"":""06:00"",""to"":""23:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""23:00""}]";
"RUCH";"PACZKA w RUCHu: PZ-211405-05-33";"Długa 6";"61-742";"Poznań";"16.933106";"52.40396";"[{""day"":""MONDAY"",""from"":""06:00"",""to"":""22:00""},{""day"":""TUESDAY"",""from"":""06:00"",""to"":""22:00""},{""day"":""WEDNESDAY"",""from"":""06:00"",""to"":""22:00""},{""day"":""THURSDAY"",""from"":""06:00"",""to"":""22:00""},{""day"":""FRIDAY"",""from"":""06:00"",""to"":""22:00""},{""day"":""SATURDAY"",""from"":""06:00"",""to"":""22:00""},{""day"":""SUNDAY"",""from"":""09:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Boguty";"Aleja Papieża Jana Pawła II 45";"07-325";"Boguty-Pianki";"22.40827751159668";"52.71648406982422";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""FRIDAY"",""from"":""09:00"",""to"":""20:00""}]";
"UPS";"ROMAN SKLEP OGOLNOSPOZYWCZY";"BROGI 9/13";"31-431";"KRAKOW";"19.960809";"50.079849";"[{""day"":""MONDAY"",""from"":""06:30"",""to"":""21:00""},{""day"":""TUESDAY"",""from"":""06:30"",""to"":""21:00""},{""day"":""WEDNESDAY"",""from"":""06:30"",""to"":""21:00""},{""day"":""THURSDAY"",""from"":""06:30"",""to"":""21:00""},{""day"":""FRIDAY"",""from"":""06:30"",""to"":""21:00""},{""day"":""SATURDAY"",""from"":""06:30"",""to"":""17:00""},{""day"":""SUNDAY"",""from"":""09:00"",""to"":""15:00""}]";
"RUCH";"PACZKA w RUCHu: KT-961086-59-10";"RYNEK 4";"32-500";"Chrzanów";"19.40555";"50.1427";"[{""day"":""MONDAY"",""from"":""06:30"",""to"":""17:00""},{""day"":""TUESDAY"",""from"":""06:30"",""to"":""17:00""},{""day"":""WEDNESDAY"",""from"":""06:30"",""to"":""17:00""},{""day"":""THURSDAY"",""from"":""06:30"",""to"":""17:00""},{""day"":""FRIDAY"",""from"":""06:30"",""to"":""17:00""},{""day"":""SATURDAY"",""from"":""07:00"",""to"":""13:00""}]";
"RUCH";"PACZKA w RUCHu: PZ-961268-39-10";"ALEJA 1 MAJA 12";"62-510";"Konin";"18.2545";"52.2283";"[{""day"":""MONDAY"",""from"":""06:00"",""to"":""17:30""},{""day"":""TUESDAY"",""from"":""06:00"",""to"":""17:30""},{""day"":""WEDNESDAY"",""from"":""06:00"",""to"":""17:30""},{""day"":""THURSDAY"",""from"":""06:00"",""to"":""17:30""},{""day"":""FRIDAY"",""from"":""06:00"",""to"":""17:30""},{""day"":""SATURDAY"",""from"":""07:00"",""to"":""14:00""}]";
"PACZKOMAT";"Paczkomat LEG01A";"Iwaszkiewicza 1";"59-220";"Legnica";"16.2137";"51.20795";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy markecie Kaufland"
"RUCH";"PACZKA w RUCHu: LD-827238-03-14";"Wrocławska 8";"91-052";"Łódź";"19.444114";"51.786427";"[{""day"":""MONDAY"",""from"":""10:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""10:00"",""to"":""20:00""},{""day"":""WEDNESDAY"",""from"":""10:00"",""to"":""20:00""},{""day"":""THURSDAY"",""from"":""10:00"",""to"":""20:00""},{""day"":""FRIDAY"",""from"":""10:00"",""to"":""20:00""},{""day"":""SATURDAY"",""from"":""10:00"",""to"":""17:00""}]";
"PACZKOMAT";"Paczkomat BIL02N";"Komorowskiego 18";"23-400";"Biłgoraj";"22.72372";"50.52841";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy sklepie Tesco"
"POCZTA_POLSKA";"UP Boguszów-Gorce 1";"Adama Mickiewicza 9";"58-370";"Boguszów-Gorce";"16.205835342407227";"50.75529861450195";"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Bogoria";"Rynek 28";"28-210";"Bogoria";"21.259281158447266";"50.651676177978516";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""20:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""15:00""}]";
"POCZTA_POLSKA";"UP Bogdaniec";"Adama Mickiewicza 28";"66-450";"Bogdaniec";"15.074310302734375";"52.69001770019531";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""THURSDAY"",""from"":""09:00"",""to"":""20:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""15:00""}]";
"POCZTA_POLSKA";"UP Bogatynia 1";"Pocztowa 1";"59-920";"Bogatynia";"14.957995414733887";"50.90741729736328";"[{""day"":""SATURDAY"",""from"":""07:30"",""to"":""13:30""},{""day"":""WORKING"",""from"":""08:00"",""to"":""18:00""}]";
"POCZTA_POLSKA";"UP Bodzentyn";"Suchedniowska 1";"26-010";"Bodzentyn";"20.948776245117188";"50.94081115722656";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""FRIDAY"",""from"":""08:00"",""to"":""20:00""}]";
"PACZKOMAT";"Paczkomat JAR01A";"Bema 2";"37-500";"Jarosław";"22.67705";"50.01328";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy delikatesach Piotruś Pan"
"PACZKOMAT";"Paczkomat POZ31A";"Umultowska 2";"60-995";"Poznań";"16.92987";"52.44375";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Stacja paliw BP"
"POCZTA_POLSKA";"UP Choszczno 1";"Wolności 11";"73-200";"Choszczno";"15.410387992858887";"53.16676712036133";"[{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]";
"POCZTA_POLSKA";"UP Chorzów 6";"Plac Ludwika Waryńskiego 1";"41-506";"Chorzów";"18.945493698120117";"50.27942657470703";"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""08:00"",""to"":""19:00""}]";
"PACZKOMAT";"Paczkomat WAW28A";"Al. Jerozolimskie 54";"00-024";"Warszawa";"21.00411";"52.22906";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"od ul. Emilii Plater przy przejściu od strony pętli autobusowej"
"PACZKOMAT";"Paczkomat JAR01A";"Bema 2";"37-500";"Jarosław";"22.67705";"50.01328";"[{""day"":""MONDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""TUESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""WEDNESDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""THURSDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""FRIDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SATURDAY"",""from"":""00:00"",""to"":""24:00""},{""day"":""SUNDAY"",""from"":""00:00"",""to"":""24:00""}]";"Przy delikatesach Piotruś Pan"
"POCZTA_POLSKA";"UP Chorzów 1";"Pocztowa 1";"41-500";"Chorzów";"18.951400756835938";"50.29869842529297";"[{""day"":""SATURDAY"",""from"":""09:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""07:00"",""to"":""19:00""}]";
"POCZTA_POLSKA";"FUP Gryfino 1";"Świętego Floriana 10";"74-108";"Stare Czarnowo";"14.782200813293457";"53.28007507324219";"[{""day"":""WORKING"",""from"":""08:15"",""to"":""14:45""}]";
"RUCH";"PACZKA w RUCHu: KL-909632-28-08";"RYNEK 4";"28-225";"Szydłów";"21.007925";"50.590934";"[{""day"":""MONDAY"",""from"":""06:30"",""to"":""17:00""},{""day"":""TUESDAY"",""from"":""06:30"",""to"":""17:00""},{""day"":""WEDNESDAY"",""from"":""06:30"",""to"":""17:00""},{""day"":""THURSDAY"",""from"":""06:30"",""to"":""17:00""},{""day"":""FRIDAY"",""from"":""06:30"",""to"":""17:00""},{""day"":""SATURDAY"",""from"":""07:00"",""to"":""15:00""}]";
"POCZTA_POLSKA_RUCH";"Kiosk/Salonik RUCH";"Jędrzeja Śniadeckiego 22A";"32-600";"Oświęcim";"19.23859977722168";"50.03419876098633";"[{""day"":""SATURDAY"",""from"":""06:00"",""to"":""13:00""},{""day"":""WORKING"",""from"":""06:00"",""to"":""16:00""}]";
"POCZTA_POLSKA";"FUP Jerzmanowice";"116";"32-049";"Przeginia";"19.700973510742188";"50.23575210571289";"[{""day"":""MONDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""TUESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""WEDNESDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""THURSDAY"",""from"":""08:00"",""to"":""15:00""},{""day"":""FRIDAY"",""from"":""13:00"",""to"":""20:00""}]";
"RUCH";"PACZKA w RUCHu: RZ-910075-07-25";"3 MAJA 3";"37-700";"Przemyśl";"22.76633";"49.78644";"[{""day"":""MONDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""TUESDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""WEDNESDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""THURSDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""FRIDAY"",""from"":""06:00"",""to"":""18:00""},{""day"":""SATURDAY"",""from"":""08:00"",""to"":""14:00""}]";
"UPS";"SKLEP SPOZYWCZY DUO";"OS. PAWLIKOWSKIEGO 29";"44-240";"ZORY";"18.67861";"50.03256";"[{""day"":""MONDAY"",""from"":""06:30"",""to"":""21:00""},{""day"":""TUESDAY"",""from"":""06:30"",""to"":""21:00""},{""day"":""WEDNESDAY"",""from"":""06:30"",""to"":""21:00""},{""day"":""THURSDAY"",""from"":""06:30"",""to"":""21:00""},{""day"":""FRIDAY"",""from"":""06:30"",""to"":""21:00""},{""day"":""SATURDAY"",""from"":""06:30"",""to"":""21:00""},{""day"":""SUNDAY"",""from"":""08:00"",""to"":""18:00""}]";
